origin_region_id,origin_station_name,origin_station_line,threshold_min,station_name,station_norm,line_name,node_id,longitude,latitude,min_travel_time_min,population_750m,worker_750m,buffer_area_m2,covered_area_m2,coverage_ratio,intersected_grid_count
pangyo_core,판교,경강선,35.0,언주,언주,서울9호선,767,127.03388761609956,37.50732567260436,31.183333333333334,27740.129,86432.677,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,금호,금호,서울3호선,500,127.01581679193747,37.54824925934082,31.26666666666667,54720.732,9774.454,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,수서,수서,서울3호선,515,127.10209464890579,37.48744612229928,31.733333333333334,12627.316,18519.664,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,단대오거리,단대오거리,서울8호선,721,127.15672440797955,37.44508841834457,32.13333333333333,46799.945,10529.267,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,삼성,삼성,서울2호선,448,127.06313210133392,37.508915301152705,32.2,12198.727,101035.198,1764308.526,1764308.526,1.0,15
pangyo_core,판교,신분당선,35.0,대모산입구,대모산입구,분당선,805,127.07272520536556,37.49139885544521,32.233333333333334,44716.428,11423.203,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,잠원,잠원,서울3호선,504,127.0115777959725,37.51297848809268,32.233333333333334,37121.906,16168.051,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,건대입구,건대입구,서울7호선,699,127.07104527435243,37.540787120208606,32.41666666666667,52443.784,30284.209,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,삼동,삼동,경강선,28,127.20342545155974,37.408720901714815,32.63333333333333,5516.672,2057.454,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,방배,방배,서울2호선,442,126.99759853941437,37.48147207698431,32.7,28465.034,28707.905,1764308.526,1764308.526,1.0,15
pangyo_core,판교,신분당선,35.0,잠실,잠실,서울2호선,451,127.10041380810402,37.5133366015627,32.7,34438.192,75858.993,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,대청,대청,서울3호선,513,127.07965438746068,37.49351094157151,32.733333333333334,32885.562,17139.207,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,선정릉,선정릉,서울9호선급행,880,127.0440542026834,37.51050736146603,32.733333333333334,33019.014,69920.966,1764308.526,1764308.526,1.0,13
pangyo_core,판교,신분당선,35.0,남성,남성,서울7호선,689,126.97063352333238,37.48486445621787,32.75000000000001,52786.203,10288.586,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,압구정,압구정,서울3호선,502,127.02849480804664,37.52683240163011,32.766666666666666,20458.763,39796.135,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,약수,약수,서울3호선,499,127.01098427642751,37.55439350786292,32.766666666666666,44655.196,19988.894,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,청담,청담,서울7호선,697,127.05357716068204,37.519428891240395,33.083333333333336,27495.012,36721.607,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,낙성대,낙성대,서울2호선,440,126.9633714730419,37.477128579538125,33.2,51398.761,14265.504,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,기흥,기흥,분당선,788,127.11596117176872,37.27548895165585,33.3,31946.28,13429.249,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,청명,청명,분당선,786,127.0789575841608,37.25947839664072,33.46666666666666,25493.89,7432.799,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,남한산성입구,남한산성입구,서울8호선,722,127.16003270270654,37.45203498104027,33.8,47466.829,9265.455,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,노량진,노량진,서울9호선급행,876,126.94090950679447,37.51374810573693,34.13333333333333,28797.24,19247.375,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,복정,복정,분당선,803,127.12655548436801,37.47088919380632,34.13333333333333,7235.276,6904.424,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,종합운동장,종합운동장,서울2호선,449,127.0738741898419,37.51114024667451,34.2,19770.488,25495.918,1764308.526,1764308.526,1.0,15
pangyo_core,판교,신분당선,35.0,가락시장,가락시장,서울3호선,516,127.11769949685181,37.49224072819765,34.233333333333334,33717.227,70228.278,1764308.526,1764308.526,1.0,12
pangyo_core,판교,경강선,35.0,내방,내방,서울7호선,691,126.99366333702754,37.48767847349902,34.25,35216.685,35213.107,1764308.526,1764308.526,1.0,11
pangyo_core,판교,신분당선,35.0,동대입구,동대입구,서울3호선,498,127.00581884359067,37.55909036634736,34.266666666666666,25096.486,38276.297,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,어린이대공원,어린이대공원,서울7호선,700,127.07460765080978,37.54797651986144,34.41666666666667,38339.532,22191.317,1764308.526,1764308.526,1.0,15
pangyo_core,판교,경강선,35.0,구룡,구룡,분당선,807,127.05959630216212,37.48702793012337,34.56666666666667,34546.434,10848.076,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,수진,수진,서울8호선,719,127.14085740225366,37.43749374732599,34.63333333333333,55538.258,15093.828,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,35.0,잠실나루,잠실나루,서울2호선,452,127.10378518773567,37.52071866422928,34.7,28712.212,41075.487,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,일원,일원,서울3호선,514,127.08425610480239,37.483892375613635,34.733333333333334,24252.797,10841.958,1764308.526,1764308.526,1.0,13
pangyo_core,판교,경강선,35.0,한티,한티,분당선,809,127.05289869433383,37.496292233946704,34.733333333333334,59324.51,27029.546,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,35.0,신반포,신반포,서울9호선,763,126.99611730898998,37.50349234382109,34.916666666666664,28638.241,12724.582,1764308.526,1764308.526,1.0,15
pangyo_core,판교,신분당선,35.0,장지,장지,서울8호선,725,127.12621866852548,37.47858602461259,34.96666666666666,32985.037,35882.333,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,40.0,강남대,강남대,용인경전철,167,127.12604715514982,37.27014813638295,35.03333333333333,16085.613,7731.114,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,40.0,삼성중앙,삼성중앙,서울9호선,769,127.05332657895441,37.51303446510631,35.083333333333336,27092.34,74644.02,1764308.526,1764308.526,1.0,15
pangyo_core,판교,신분당선,40.0,압구정로데오,압구정로데오,분당선,813,127.04055846245011,37.52734337097982,35.083333333333336,15894.631,41967.67,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,40.0,남위례,남위례,서울8호선,735,127.1396923433489,37.46249121266242,35.13333333333333,12448.732,10521.975,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,40.0,서울대입구,서울대입구,서울2호선,439,126.9527461218336,37.48126938801276,35.2,68955.496,22922.458,1764308.526,1764308.526,1.0,15
pangyo_core,판교,경강선,40.0,동작,동작,서울9호선급행,877,126.97859082781919,37.502936332057935,35.21666666666667,4426.712,1906.988,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,40.0,옥수,옥수,서울3호선,501,127.01734970783959,37.541646501646156,35.266666666666666,30137.071,6381.858,1764308.526,1764308.526,1.0,13
pangyo_core,판교,신분당선,40.0,영통,영통,분당선,785,127.07127163637459,37.251448264152614,35.3,34561.811,14763.706,1764308.526,1764308.526,1.0,16
pangyo_core,판교,경강선,40.0,봉은사,봉은사,서울9호선급행,881,127.0601734237017,37.514427257649025,35.6,13250.793,70639.7,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,40.0,상갈,상갈,분당선,787,127.1087702594018,37.26180717695745,35.63333333333333,12697.519,3654.074,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,40.0,사당,사당,서울2호선,441,126.98145992891385,37.47655688046076,35.7,38730.11,28150.083,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,40.0,경찰병원,경찰병원,서울3호선,517,127.12438262870327,37.49583762756161,35.733333333333334,46857.407,34782.434,1764308.526,1764308.526,1.0,14
pangyo_core,판교,신분당선,40.0,숭실대입구,숭실대입구,서울7호선,688,126.95386677948132,37.496018811223465,35.75000000000001,55404.01,8358.972,1764308.526,1764308.526,1.0,11
pangyo_core,판교,신분당선,40.0,흑석,흑석,서울9호선,760,126.96348987575094,37.5091650981065,35.8,22944.605,9089.206,1764308.526,1764308.526,1.0,14
pangyo_core,판교,경강선,40.0,뚝섬유원지,뚝섬유원지,서울7호선,698,127.06669338787944,37.53153233958963,36.083333333333336,31870.005,6898.905,1764308.526,1764308.526,1.0,14
